,Word,Qtd_total,Qtd_interdocumental,stopword
16198,incorporadora,1,1,0
16199,87034000,1,1,0
16200,87036000,1,1,0
16201,hcfcs,1,1,0
16202,99280,1,1,0
16203,1775,1,1,0
16204,5636,1,1,0
16205,ichuzinho,1,1,0
16206,1704,1,1,0
16207,dsg,1,1,0
16208,panthera,1,1,0
16209,onca,1,1,0
16210,anodorhynchus,1,1,0
16211,leari,1,1,0
16212,tolypeutes,1,1,0
16213,tricinctus,1,1,0
16214,347557,1,1,0
16215,3791,1,1,0
16216,3376,1,1,0
16217,849,1,1,0
16218,3117,1,1,0
16219,2509,1,1,0
16220,1147,1,1,0
16221,2628,1,1,0
16222,3313,1,1,0
16223,964,1,1,0
16224,3615,1,1,0
16225,5165,1,1,0
16226,5547,1,1,0
16227,1486,1,1,0
16228,2654,1,1,0
16229,3487,1,1,0
16230,1460,1,1,0
16231,2678,1,1,0
16232,5548,1,1,0
16233,1378,1,1,0
16234,629,1,1,0
16235,1288,1,1,0
16236,1338,1,1,0
16237,830,1,1,0
16238,3574,1,1,0
16239,4361,1,1,0
16240,4471,1,1,0
16241,1425,1,1,0
16242,5016,1,1,0
16243,1637,1,1,0
16244,5050,1,1,0
16245,5413,1,1,0
16246,4093,1,1,0
16247,2433,1,1,0
16248,3070,1,1,0
16249,1688,1,1,0
16250,limoeiro,1,1,0
16251,4820,1,1,0
16252,4979,1,1,0
16253,3941,1,1,0
16254,2771,1,1,0
16255,4178,1,1,0
16256,5202,1,1,0
16257,3986,1,1,0
16258,2388,1,1,0
16259,2611,1,1,0
16260,3039,1,1,0
16261,2885,1,1,0
16262,1162,1,1,0
16263,2781,1,1,0
16264,2871,1,1,0
16265,5138,1,1,0
16266,oiti,1,1,0
16267,1208,1,1,0
16268,5643,1,1,0
16269,4554,1,1,0
16270,3228,1,1,0
16271,18,1,1,0
16272,3353,1,1,0
16273,4358,1,1,0
16274,2770,1,1,0
16275,2588,1,1,0
16276,2281,1,1,0
16277,4456,1,1,0
16278,4062,1,1,0
16279,4925,1,1,0
16280,3695,1,1,0
16281,5762,1,1,0
16282,1042,1,1,0
16283,5553,1,1,0
16284,1083,1,1,0
16285,2801,1,1,0
16286,1395,1,1,0
16287,3381,1,1,0
16288,3460,1,1,0
16289,2663,1,1,0
16290,1528,1,1,0
16291,2363,1,1,0
16292,2230,1,1,0
16293,5099,1,1,0
16294,1788,1,1,0
16295,5533,1,1,0
16296,careto,1,1,0
16297,4511,1,1,0
16298,5019,1,1,0
16299,792,1,1,0
16300,4079,1,1,0
16301,34,1,1,0
16302,5141,1,1,0
16303,2460,1,1,0
16304,1537,1,1,0
16305,634,1,1,0
16306,1547,1,1,0
16307,galeno,1,1,0
16308,5775,1,1,0
16309,2544,1,1,0
16310,4601,1,1,0
16311,1221,1,1,0
16312,69,1,1,0
16313,895,1,1,0
16314,3331,1,1,0
16315,5192,1,1,0
16316,4897,1,1,0
16317,3556,1,1,0
16318,1555,1,1,0
16319,4843,1,1,0
16320,63,1,1,0
16321,5927,1,1,0
16322,3802,1,1,0
16323,50,1,1,0
16324,3043,1,1,0
16325,4835,1,1,0
16326,2976,1,1,0
16327,2830,1,1,0
16328,1847,1,1,0
16329,1436,1,1,0
16330,4060,1,1,0
16331,2137,1,1,0
16332,4850,1,1,0
16333,4783,1,1,0
16334,4905,1,1,0
16335,4702,1,1,0
16336,1348,1,1,0
16337,4322,1,1,0
16338,2876,1,1,0
16339,5642,1,1,0
16340,2615,1,1,0
16341,1652,1,1,0
16342,4532,1,1,0
16343,1088,1,1,0
16344,5129,1,1,0
16345,4208,1,1,0
16346,5611,1,1,0
16347,2589,1,1,0
16348,4437,1,1,0
16349,2675,1,1,0
16350,5116,1,1,0
16351,5605,1,1,0
16352,4,1,1,0
16353,3415,1,1,0
16354,2347,1,1,0
16355,5943,1,1,0
16356,3558,1,1,0
16357,1798,1,1,0
16358,2890,1,1,0
16359,1370,1,1,0
16360,3250,1,1,0
16361,1044,1,1,0
16362,3867,1,1,0
16363,959,1,1,0
16364,5443,1,1,0
16365,5674,1,1,0
16366,4055,1,1,0
16367,5742,1,1,0
16368,3490,1,1,0
16369,3764,1,1,0
16370,4860,1,1,0
16371,4509,1,1,0
16372,4355,1,1,0
16373,4697,1,1,0
16374,2522,1,1,0
16375,5242,1,1,0
16376,1295,1,1,0
16377,2819,1,1,0
16378,30,1,1,0
16379,3346,1,1,0
16380,3865,1,1,0
16381,526,1,1,0
16382,4446,1,1,0
16383,1405,1,1,0
16384,1927,1,1,0
16385,1585,1,1,0
16386,5252,1,1,0
16387,3406,1,1,0
16388,5528,1,1,0
16389,3325,1,1,0
16390,1263,1,1,0
16391,3700,1,1,0
16392,mocambo,1,1,0
16393,esquinar,1,1,0
16394,1719,1,1,0
16395,3531,1,1,0
16396,cajuí,1,1,0
16397,1634,1,1,0
16398,4367,1,1,0
16399,4730,1,1,0
16400,811,1,1,0
16401,5046,1,1,0
16402,725,1,1,0
16403,5356,1,1,0
16404,2873,1,1,0
16405,1407,1,1,0
16406,915,1,1,0
16407,2791,1,1,0
16408,2778,1,1,0
16409,3148,1,1,0
16410,3602,1,1,0
16411,5867,1,1,0
16412,1471,1,1,0
16413,5668,1,1,0
16414,2860,1,1,0
16415,5923,1,1,0
16416,2695,1,1,0
16417,3832,1,1,0
16418,3456,1,1,0
16419,1824,1,1,0
16420,5210,1,1,0
16421,5382,1,1,0
16422,3676,1,1,0
16423,5101,1,1,0
16424,4588,1,1,0
16425,3964,1,1,0
16426,3678,1,1,0
16427,coroatá,1,1,0
16428,3100,1,1,0
16429,5090,1,1,0
16430,3226,1,1,0
16431,1865,1,1,0
16432,801,1,1,0
16433,2760,1,1,0
16434,1550,1,1,0
16435,búzio,1,1,0
16436,36397,1,1,0
16437,42582,1,1,0
16438,3727,1,1,0
16439,2165,1,1,0
16440,1202,1,1,0
16441,2769,1,1,0
16442,hidroviária,1,1,0
16443,profiláticos,1,1,0
16444,profilático,1,1,0
16445,consensualidade,1,1,0
16446,edilícios,1,1,0
16447,maximorum,1,1,0
16448,rolamento,1,1,0
16449,lama,1,1,0
16450,geotécnico,1,1,0
16451,hipossuficientes,1,1,0
16452,1238,1,1,0
16453,1276,1,1,0
16454,preempção,1,1,0
16455,promovente,1,1,0
16456,foreiro,1,1,0
16457,1243,1,1,0
16458,784,1,1,0
16459,instaurador,1,1,0
16460,plausível,1,1,0
16461,titularizada,1,1,0
16462,89817,1,1,0
16463,esférico,1,1,0
16464,geoespacial,1,1,0
16465,8764,1,1,0
16466,usucapir,1,1,0
16467,relocação,1,1,0
16468,acampar,1,1,0
16469,extrativas,1,1,0
16470,pds,1,1,0
16471,inadimplida,1,1,0
